n;id;titulo;canal;enlace;fecha;anyo;mes;tipo
638;_RmELtq6Ne4;Homemade Water 🌊💦 🥂 ⛵#shorts #sailing #boatlife #digitalnomad;Expedition Evans;https://www.youtube.com/watch?v=_RmELtq6Ne4;2022-07-20T00:08:30Z;2022;7;N/A
639;g7jJrJULNPc;誰よりも働く８９歳スーパーおじいちゃん！！パンの神様に選ばれた熟練職人の食パン作りと長生きの秘訣 第10話｜神戸市「上沢マル井パン」;パンものがたり Bread Story;https://www.youtube.com/watch?v=g7jJrJULNPc;2022-07-16T11:00:15Z;2022;7;Comida
640;RAncVNaw5N0;Bajé a los restos del Titanic 4K  -  Parte 4/4;alanxelmundo;https://www.youtube.com/watch?v=RAncVNaw5N0;2022-07-23T23:00:14Z;2022;7;Documental
641;kACrKtpV9Kk;Hilton. For The Stay.  -  Traveling With Kids  -  Confirmed Together;Hilton;https://www.youtube.com/watch?v=kACrKtpV9Kk;2022-07-25T10:58:13Z;2022;7;N/A
642;eSuI2tHcOR0;바베큐에 인생을 걸었다? 일매출 최대 2000만원! 역대급 스케일의 미국식 바베큐집 / Original Texas BBQ / Korean street food;하이푸디 HiFoodie;https://www.youtube.com/watch?v=eSuI2tHcOR0;2022-07-11T11:00:29Z;2022;7;Comida
643;lgiIq0H7Gd8;Куба: СССР сегодня / Каково жить в Изоляции 60 лет / Как Люди Живут / Лядов;The Люди;https://www.youtube.com/watch?v=lgiIq0H7Gd8;2022-07-01T17:45:01Z;2022;7;N/A
644;pnurGJXs-pM;"Lafayette Bakery &amp; Cafe&#39;s Crème Suprêmes #pastry #croissant #baking #viralfoods #foodinsider #shorts";Insider Food;https://www.youtube.com/watch?v=pnurGJXs-pM;2022-07-29T18:00:18Z;2022;7;Comida
645;mUw6YucwENY;Amazing Peanut Oil, Peanut Butter Production! / 驚人的花生油, 花生醬製作! - Taiwanese Food;Terry Films;https://www.youtube.com/watch?v=mUw6YucwENY;2022-07-24T09:34:30Z;2022;7;Comida
646;PXMS2aSMEmQ;Japanese Street Performer At The Edinburgh Fringe;Ruairidh Mason;https://www.youtube.com/watch?v=PXMS2aSMEmQ;2022-08-05T08:02:46Z;2022;8;N/A
647;xOsRn60z_Ik;“Bhai ka farz har kadam pe🙏” #littleglove #ashortaday #happyrakshabandhan @THEVirajSheth;LittleGlove;https://www.youtube.com/watch?v=xOsRn60z_Ik;2022-08-10T07:00:30Z;2022;8;N/A
648;yKcbfhmnaA8;Tenekede tavuk nasıl pişirilir / How to Cook Chicken in a Tin #shorts;RS CAMP;https://www.youtube.com/watch?v=yKcbfhmnaA8;2022-08-19T17:00:35Z;2022;8;Comida
649;qqw4L_qYwrk;Cómo es el BAÑO 🚽del AVIÓN ✈️;BarbieBac;https://www.youtube.com/watch?v=qqw4L_qYwrk;2022-08-10T22:50:30Z;2022;8;Viajes
650;MNOf5IbG2do;Yeah dekho selfish insaan #littleglove #ashortaday #funnybahu;LittleGlove;https://www.youtube.com/watch?v=MNOf5IbG2do;2022-08-30T11:02:28Z;2022;8;N/A
651;Cp-acQmjHJ8;Amazing！How Salted Duck Egg Yolks Are Made with Red Mud / 古法製作！紅土鹹蛋黃製作, 鹹蛋達人 - 台灣美食;Cate Food Travel 凱特食旅;https://www.youtube.com/watch?v=Cp-acQmjHJ8;2022-08-05T13:15:00Z;2022;8;Food & Travel
652;_SgNV9lQl5s;하루종일 비 내리는 날, 경차로 여름휴가 떠나기  -  개별화장실 계곡 앞 신생캠핑장  -  홍천 을수골 별빛캠핑장;조조캠핑;https://www.youtube.com/watch?v=_SgNV9lQl5s;2022-08-07T09:31:11Z;2022;8;Travel & Camping
653;JVeCDA8FOG4;SAFIA - Amazing Dessert Production !! 20 tons of 160 types of Sweets !!! Pure Life;Pure Life;https://www.youtube.com/watch?v=JVeCDA8FOG4;2022-08-03T10:00:05Z;2022;8;Food
654;tf1cdLx8VuI;"국내 최고의 스케일! 압도적인 치킨공장의 놀라운 삼계탕 대량생산 과정 Korean chicken factory&#39;s chicken soup mass production process";Yummy Yammy;https://www.youtube.com/watch?v=tf1cdLx8VuI;2022-08-08T13:31:05Z;2022;8;Food
655;g4K6nf3qZ28;Family summer in Spain;Spain;https://www.youtube.com/watch?v=g4K6nf3qZ28;2022-08-05T10:38:01Z;2022;8;Travel
656;DWN2TeFZvIk;Tips para viajar a España🇪🇦 #españa #consejos #viajar;Gemelos Viajeros;https://www.youtube.com/watch?v=DWN2TeFZvIk;2022-08-22T16:15:40Z;2022;8;Travel
657;qRFneJiwdN4;바다속 천연 조미료 다시마! 섬 절반을 건조장으로 쓰는 다시마 대량생산 현장 / kelp farm in Korea / korean food;King Food 킹푸드;https://www.youtube.com/watch?v=qRFneJiwdN4;2022-08-08T13:30:13Z;2022;8;Food
658;RFPUbb3GYEc;US vs India Domino’s Pizza  -  Food Wars  -  Food Insider;Insider Food;https://www.youtube.com/watch?v=RFPUbb3GYEc;2022-08-07T16:00:14Z;2022;8;Food
659;eQq5YQn7IIk;La exhibición de objetos del Titanic más grande del mundo 4K;alanxelmundo;https://www.youtube.com/watch?v=eQq5YQn7IIk;2022-08-15T00:00:11Z;2022;8;Travel
660;wLQFtcqSL0k;Spanish Food Tour - ULTIMATE FOOD TOUR in Madrid!! Best Restaurants + Tapas in Spain!!;Mark Wiens;https://www.youtube.com/watch?v=wLQFtcqSL0k;2022-08-06T13:00:36Z;2022;8;Food & Travel
661;0KcwcYwgM20;Micropostre de danonino y danette de chocolate.;Alan Robledo;https://www.youtube.com/watch?v=0KcwcYwgM20;2022-09-14T16:06:47Z;2022;9;Food
662;HlQWvLQ_BUI;Ecomm Film ft. Allu Arjun (30s_Hindi_16-9);redBus;https://www.youtube.com/watch?v=HlQWvLQ_BUI;2022-09-26T05:16:27Z;2022;9;Advertisement
663;iy0Iu1z_SKA;Aap ko kis se daar lagta hai ? #littleglove #shorts #youtubeshorts Aadya brave hai !;LittleGlove;https://www.youtube.com/watch?v=iy0Iu1z_SKA;2022-09-09T09:27:00Z;2022;9;Short Film
664;L-Hy4HhFojs;How to teach your baby to eat food #littleglove #shorts #youtubeshorts;LittleGlove;https://www.youtube.com/watch?v=L-Hy4HhFojs;2022-09-08T13:32:06Z;2022;9;Short Film
665;QrmYOoi9pr0;Kamikaze Drop Slide in Spain! 🌞;Sunny Adventures;https://www.youtube.com/watch?v=QrmYOoi9pr0;2022-09-28T10:43:36Z;2022;9;Travel
666;06hPh5jPjc4;Watermelon Popsicle, Mango Popsicle, Mung Bean Popsicle / 西瓜冰棒, 芒果冰棒, 綠豆冰棒 - Taiwanese Food;Terry Films;https://www.youtube.com/watch?v=06hPh5jPjc4;2022-09-07T11:07:54Z;2022;9;Food
667;HBmQWhpfmCA;"Is Rural India &quot;Third World&quot;?";Karl Rock;https://www.youtube.com/watch?v=HBmQWhpfmCA;2022-10-01T14:30:03Z;2022;9;Documentary
668;CW6k1ou38a8;Why Do Prisoners Get A Last Meal? 🤔;Zack D. Films;https://www.youtube.com/watch?v=CW6k1ou38a8;2022-09-09T14:30:03Z;2022;9;Education
669;mGtlPB0pZHU;Kodachadri Jeep Journey: Thrilling Hills Trekking;Kaliyona Tiliyona;https://www.youtube.com/watch?v=mGtlPB0pZHU;2022-09-28T07:23:48Z;2022;9;Travel
670;AAubSVU_SQE;Why Airplane Windows CANNOT Be Square 🤔;Zack D. Films;https://www.youtube.com/watch?v=AAubSVU_SQE;2022-09-17T14:30:05Z;2022;9;Education
671;bH-TlC0111Q;Alaskan Town That Lives In One Building - Isolated From The World 🇺🇸;Peter Santenello;https://www.youtube.com/watch?v=bH-TlC0111Q;2022-09-18T15:00:18Z;2022;9;Travel
672;nWHpqPeaz2A;Traditional Way of Extracting Coconut Oil #shorts #youtubeshorts #youtube;Hmm!;https://www.youtube.com/watch?v=nWHpqPeaz2A;2022-09-27T03:30:10Z;2022;9;Short Film
673;AXSxPWKO61Q;Three Generations in Greater Palm Springs;Visit The USA;https://www.youtube.com/watch?v=AXSxPWKO61Q;2022-09-01T13:42:16Z;2022;9;Travel
674;KFIBQDgY_A8;Living in a van during a rare California heatwave🥵;Court and Nate;https://www.youtube.com/watch?v=KFIBQDgY_A8;2022-09-10T18:00:46Z;2022;9;Lifestyle
675;fLpimO9a-5s;Travel stress-free on Amtrak;Amtrak;https://www.youtube.com/watch?v=fLpimO9a-5s;2022-09-20T13:48:05Z;2022;9;Travel
676;5nosjSSf3io;Floating Water Drive-Thru Prank! 💦🤣;Luca Gallone;https://www.youtube.com/watch?v=5nosjSSf3io;2022-10-15T16:45:00Z;2022;10;Pranks
677;d3XcLywb9yw;일정하게 멜론 자르는 과일가게 이모 #shorts - Melon Cutting Master / Korean Street Food;푸디마마 Foodie Mama ;https://www.youtube.com/watch?v=d3XcLywb9yw;2022-10-26T02:30:08Z;2022;10;Food
678;wIhsX_0OzYU;Белгородская черта. Огонь, Белгородская область / Belgorod trait. Fire, Belgorod region (Russia);Диво России / Divo Russia;https://www.youtube.com/watch?v=wIhsX_0OzYU;2022-10-07T09:06:44Z;2022;10;Travel
679;wLIJ11H4eIk;"World&#39;s Shortest Woman #345";Nas Daily;https://www.youtube.com/watch?v=wLIJ11H4eIk;2022-10-21T13:00:48Z;2022;10;Documentary
680;4abYbrn8_18;The taste of fresh walnuts - ASMR;Camp Addicts;https://www.youtube.com/watch?v=4abYbrn8_18;2022-10-12T18:43:54Z;2022;10;Food
681;6nrDhaL0Y_I;Secret Tunnel In Mount Rushmore 😯 (EXPLAINED);Zack D. Films;https://www.youtube.com/watch?v=6nrDhaL0Y_I;2022-10-28T14:39:29Z;2022;10;Education
682;bYXCKV-Aois;Doğal Taş Tencerede Kuzu Kaburgalı Lahana sarması 🥩 cabbage wrap with lamb ribs in antique stone pot;Karadenizli Maceracı;https://www.youtube.com/watch?v=bYXCKV-Aois;2022-10-28T15:15:03Z;2022;10;Food
683;0X7FsmfnQ08;This Is Why Jeans Have Those Tiny Pockets 😮;Zack D. Films;https://www.youtube.com/watch?v=0X7FsmfnQ08;2022-10-26T14:30:01Z;2022;10;Education
684;x8o0vE4v610;This 7-Year-Old Has A Patent #339;Nas Daily;https://www.youtube.com/watch?v=x8o0vE4v610;2022-10-13T03:00:23Z;2022;10;Documentary
685;BvoD5oTX-OM;The Inside Of Kit Kats Are NOT What You Think 😯;Zack D. Films;https://www.youtube.com/watch?v=BvoD5oTX-OM;2022-10-14T14:30:04Z;2022;10;Education
686;BjsY01El7f4;🇹🇷Kleopatra Beach 🌴Antalya;Hep Gezen;https://www.youtube.com/watch?v=BjsY01El7f4;2022-10-14T06:20:21Z;2022;10;Travel
687;P3PdfWVk7h8;G’day, the short film (2022)  -  Official Film  -  Tourism Australia;Australia;https://www.youtube.com/watch?v=P3PdfWVk7h8;2022-10-19T19:56:19Z;2022;10;Short Film
688;HBmQWhpfmCA;"Is Rural India &quot;Third World&quot;?";Karl Rock;https://www.youtube.com/watch?v=HBmQWhpfmCA;2022-10-01T14:30:03Z;2022;10;Documentary
689;MmgwgDcYNBw;Tu viaje a la medida;Viajes Falabella Chile;https://www.youtube.com/watch?v=MmgwgDcYNBw;2022-10-12T22:07:17Z;2022;10;Travel
690;sL5tCmBcJVA;The Real Reason Wine Glasses Have Stems 🤔;Zack D. Films;https://www.youtube.com/watch?v=sL5tCmBcJVA;2022-10-19T15:16:49Z;2022;10;Education
691;yhznJb9u3DM;I did not expect to get stuck in a circus tent! 🤡;G´day Bunji;https://www.youtube.com/watch?v=yhznJb9u3DM;2022-11-21T13:57:11Z;2022;11;Travel
692;WgmI12FtEps;Caravan camping suddenly rains heavily......;Yumecamp;https://www.youtube.com/watch?v=WgmI12FtEps;2022-11-25T09:16:18Z;2022;11;Travel & Camping
693;TdBNwLMVXJo;🇧🇷Balneario Camboriu Beach🌴Brazil;Hep Gezen;https://www.youtube.com/watch?v=TdBNwLMVXJo;2022-11-20T08:13:40Z;2022;11;Travel
694;8069I7r6Dbg;Mint and blackberry sauce in a stone pot at my bushcraft camp;Camp Addicts;https://www.youtube.com/watch?v=8069I7r6Dbg;2022-11-05T21:04:45Z;2022;11;Food
695;#¿NOMBRE?;🙏us maa ko mat bhoolna🙏 happy Children’s Day #littleglove #shorts #youtubeshorts #childrensday;LittleGlove;https://www.youtube.com/watch?v=-j_NBWkGIww;2022-11-14T10:21:46Z;2022;11;Short Film
696;qjzkYu3H07w;과일가게 이모 단칼에 일정하게 수박 자르기 #shorts - Watermelon Cutting;푸디마마 Foodie Mama ;https://www.youtube.com/watch?v=qjzkYu3H07w;2022-11-04T12:51:04Z;2022;11;Food
697;ehHMfjVuftg;They Teach Babies How To Swim #362;Nas Daily;https://www.youtube.com/watch?v=ehHMfjVuftg;2022-11-24T12:04:15Z;2022;11;Documentary
698;DoO7GIjVw6o;ЗАЧЕМ В США ВЕШАЮТ ПАКЕТ НА МАШИНУ;Nellifornication;https://www.youtube.com/watch?v=DoO7GIjVw6o;2022-11-29T04:06:21Z;2022;11;Comedy
699;VPC3tfsyDeY;Travel bigger with Singapore Airlines;Singapore Airlines;https://www.youtube.com/watch?v=VPC3tfsyDeY;2022-11-07T09:32:20Z;2022;11;Travel
700;EbAS3cZKo94;USA paying for a meal vs. South Korea;J&K Lovett;https://www.youtube.com/watch?v=EbAS3cZKo94;2022-11-04T10:00:08Z;2022;11;Food
701;LCX97zwacNg;KIDS TURN 21 YEARS OLD (Very bad idea!);The Ninja Fam!;https://www.youtube.com/watch?v=LCX97zwacNg;2022-11-19T13:45:01Z;2022;11;N/A
702;PTlb9eXMra4;Secret Tunnel Below The White House 😯 (EXPLAINED);Zack D. Films;https://www.youtube.com/watch?v=PTlb9eXMra4;2022-11-09T16:07:02Z;2022;11;Education
703;UviXQO6BweU;อย่าลืมออกไปสนุกกับชีวิตที่ใช่ ในแบบคุณ!;Traveloka Thailand;https://www.youtube.com/watch?v=UviXQO6BweU;2022-11-03T08:54:10Z;2022;11;Travel
704;_WlP2aeWej4;These Divers Were NOT Expecting To Find This 😱;Zack D. Films;https://www.youtube.com/watch?v=_WlP2aeWej4;2022-11-24T15:30:09Z;2022;11;Documentary
705;gkJ7NynwUAk;This Is Why Public Toilet Seats U-Shaped 🤔🚽;Zack D. Films;https://www.youtube.com/watch?v=gkJ7NynwUAk;2022-11-20T15:30:07Z;2022;11;Education
706;Dj4I7X65jPs;방콕에서 제일 인기 많은 바나나 에그 로띠  The Most Popular Roti Lady in Bangkok #shorts;푸디마마 Foodie Mama ;https://www.youtube.com/watch?v=Dj4I7X65jPs;2022-12-06T02:30:06Z;2022;12;Food
707;qo592jHxNjw;Comfortable in the caravan bed on a rainy day......;Yumecamp;https://www.youtube.com/watch?v=qo592jHxNjw;2022-12-02T09:48:32Z;2022;12;Travel & Camping
708;FXhnwIYZv3Q;All wet, back to the caravan for a quick shower......;Yumecamp;https://www.youtube.com/watch?v=FXhnwIYZv3Q;2022-12-09T09:29:31Z;2022;12;Travel & Camping
709;ppxqzNd4B48;İsveç Kütük Ocağında Dana Antrikot 🪵 🥩 / beef ribeye in swedish log quarry;Karadenizli Maceracı;https://www.youtube.com/watch?v=ppxqzNd4B48;2022-12-10T15:15:05Z;2022;12;Food
710;rRAmNz6G3Tk;The Reason The McFlurry Spoon Looks Weird 😮;Zack D. Films;https://www.youtube.com/watch?v=rRAmNz6G3Tk;2022-12-19T15:30:10Z;2022;12;Education
711;BdlMmx93My0;1.5 Kg Fish Tail Fry in Ludhiana;Hmm!;https://www.youtube.com/watch?v=BdlMmx93My0;2022-12-24T15:30:01Z;2022;12;Food
712;fh_6E_Hbrsc;Piscina com vista incrível na Austria 🏔️ #viagem #shorts #traveller;Fred e Luana;https://www.youtube.com/watch?v=fh_6E_Hbrsc;2022-12-14T17:14:11Z;2022;12;Travel
713;PmVTFtwadzM;SIXT rent THE car;SIXT USA;https://www.youtube.com/watch?v=PmVTFtwadzM;2022-12-07T11:53:39Z;2022;12;Travel
714;V96SG8Qv0Zk;Kismat se milti behna 💞❤️#bhaibehen #sister #brother #wedding;Suraj Chauhan Film's;https://www.youtube.com/watch?v=V96SG8Qv0Zk;2022-12-06T14:56:16Z;2022;12;Short Film
715;a7oOnLF-s-Q;We love this round from Dsoraki lets see how the crowd reacts! 🔥;stance;https://www.youtube.com/watch?v=a7oOnLF-s-Q;2022-12-19T20:41:52Z;2022;12;N/A
716;StEiqxhF_Tc;The Skittles Lie That Tricked Us All 😳 (not what you think);Zack D. Films;https://www.youtube.com/watch?v=StEiqxhF_Tc;2022-12-11T15:30:09Z;2022;12;Education
717;bHbfKrXgQ_c;"The Mysterious Origins of King Tut&#39;s Dagger 😨 (EXPLAINED)";Zack D. Films;https://www.youtube.com/watch?v=bHbfKrXgQ_c;2022-12-14T15:30:06Z;2022;12;Education
718;wTt2m1zAn-s;Beware of THIS in New Zealand!;Karl Rock;https://www.youtube.com/watch?v=wTt2m1zAn-s;2022-12-10T06:30:08Z;2022;12;Travel
719;a7_aQ8KqbVQ;Why Airplane Windows Have Tiny Holes 😯 (EXPLAINED);Zack D. Films;https://www.youtube.com/watch?v=a7_aQ8KqbVQ;2022-12-30T15:30:01Z;2022;12;Education
720;X1Alc4SUqLU;凄まじい爆食いアニキ達が殺到する鬼盛りからあげ町中華に密着！丨Egg Fried Rice - Wok Skills In Japan;うどんそば 大阪 奈良 Udonsoba;https://www.youtube.com/watch?v=X1Alc4SUqLU;2022-12-22T08:30:08Z;2022;12;Food
