N;Logo;Channel;Watch time (mins);Stream time (mins);Peak viewers;Average viewers;Followers;Partnered;Mature;Language;mes;anyo
84;https://static-cdn.jtvnw.net/jtv_user_pictures/73a7e5c5-543a-4036-b471-d9fc5a7982bf-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;cbilicitano;8085;270;64;30;214;false;false;Spanish;1;2021
85;https://static-cdn.jtvnw.net/jtv_user_pictures/3574f806-f3d6-48d1-b781-958be5b0cdf0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;handballorg;8025;90;193;89;2186;false;false;Spanish;1;2021
86;https://static-cdn.jtvnw.net/jtv_user_pictures/2d744f1b-092a-445c-9a33-3b5ded54027e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;cd_revolution;7995;255;59;31;74;false;false;Spanish;1;2021
87;https://static-cdn.jtvnw.net/jtv_user_pictures/562f7775-5349-4c1a-b90c-c242d684d52e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;voleiASFE2020;7935;210;56;38;22;false;false;Spanish;1;2021
88;https://static-cdn.jtvnw.net/jtv_user_pictures/ffcb23e6-8738-4e86-ad83-9c2a7146cf64-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ElRinconDePadel;7920;810;29;10;118;false;false;Spanish;1;2021
89;https://static-cdn.jtvnw.net/jtv_user_pictures/b88dedc2-d202-426d-826f-9251d39ee050-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Viggg;7695;90;99;86;9881;false;false;Spanish;1;2021
90;https://static-cdn.jtvnw.net/jtv_user_pictures/a5fd8e2d-eb33-4a7b-9265-6290241833fb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Eureka_FSF;7695;120;84;64;66;false;false;Spanish;1;2021
91;https://static-cdn.jtvnw.net/jtv_user_pictures/f942b97a-b419-40d0-9cd6-981f68c32dca-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;clubbasquetalginet;7545;75;126;101;117;false;false;Spanish;1;2021
92;https://static-cdn.jtvnw.net/jtv_user_pictures/022d91eb-551d-4b51-973e-0c640f123640-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Rugby_Femenino;7485;1365;10;5;129;false;false;Spanish;1;2021
93;https://static-cdn.jtvnw.net/jtv_user_pictures/e000b92a-7787-426e-a414-284b8ecb3120-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;FranJM4;7440;885;19;8;98;false;false;Spanish;1;2021
94;https://static-cdn.jtvnw.net/jtv_user_pictures/023d460e-0d78-496e-be81-3e53fc9969be-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;pspfutbolsala;7230;210;62;34;73;false;false;Spanish;1;2021
95;https://static-cdn.jtvnw.net/jtv_user_pictures/3dcd9fbc-e443-400b-8a2c-11426d59b440-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;SoleRamone;7230;60;138;121;19692;true;false;Spanish;1;2021
96;https://static-cdn.jtvnw.net/jtv_user_pictures/b7ce7590-6438-4ebf-8f53-0c5a1918c644-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;CFSArtilleros;7215;240;60;30;41;false;false;Spanish;1;2021
97;https://static-cdn.jtvnw.net/jtv_user_pictures/dc5863cb-09a2-4723-9962-24fb03087343-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;korokotrix;7200;225;57;32;145;false;false;Spanish;1;2021
98;https://static-cdn.jtvnw.net/jtv_user_pictures/29db3a3a-fb16-471a-9b4f-666d67b97769-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;logrobasketclub;7095;165;81;43;40;false;false;Spanish;1;2021
99;https://static-cdn.jtvnw.net/jtv_user_pictures/014ba75a-6489-4237-881b-c74d3152fe39-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;salesianos21;7065;345;33;20;17;false;false;Spanish;1;2021
100;https://static-cdn.jtvnw.net/jtv_user_pictures/d57a0343-dcab-4cb3-a898-e07be6c71435-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;LaCelebracionDel99;7005;645;24;11;74;false;false;Spanish;1;2021
1;https://static-cdn.jtvnw.net/jtv_user_pictures/aac9d1e5-725e-438c-9cf3-ac75ba1a8991-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;RealMadrid;7900215;1560;9267;5064;106729;true;false;Spanish;2;2021
2;https://static-cdn.jtvnw.net/jtv_user_pictures/574228be-01ef-4eab-bc0e-a4f6b68bedba-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ibai;5105295;135;226041;37817;5281388;true;false;Spanish;2;2021
3;https://static-cdn.jtvnw.net/jtv_user_pictures/2ad016b7-ecef-4ecb-b989-0d22ce0a4456-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;robertpg;2738565;570;9981;4805;448449;false;false;Spanish;2;2021
4;https://static-cdn.jtvnw.net/jtv_user_pictures/d78d234a-f0b8-4805-96b1-d7bdf573e6c0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ElChiringuitoTV;2697015;1365;8961;1976;55157;true;false;Spanish;2;2021
5;https://static-cdn.jtvnw.net/jtv_user_pictures/024a97a5-ba44-4665-b77c-69dc7678af44-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100;Alexby11;814425;135;8946;6033;2382241;true;false;Spanish;2;2021
6;https://static-cdn.jtvnw.net/jtv_user_pictures/22f808fe-3bf7-4144-b7ba-29a95953a9a6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;congotv_elchiringuito;657225;2400;1699;274;3674;false;false;Spanish;2;2021
7;https://static-cdn.jtvnw.net/jtv_user_pictures/ae43b661-d291-4c6c-92ea-dc9edd52c1d9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;GolTelevision;413250;2175;2699;190;18817;true;false;Spanish;2;2021
8;https://static-cdn.jtvnw.net/jtv_user_pictures/a467d57f-351b-4fbf-85b7-bcd87266b35d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Kolderiu;406980;330;2228;1233;477812;true;false;Spanish;2;2021
9;https://static-cdn.jtvnw.net/jtv_user_pictures/028603bb-93ea-45d7-aa0e-f4c76dcc8d7a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;TeamDUX;357645;480;2009;745;105150;true;false;Spanish;2;2021
10;https://static-cdn.jtvnw.net/jtv_user_pictures/c4075568-09cb-47c8-9f59-3473819d2bcb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;KaiserFutbol;314640;840;920;375;52542;true;false;Spanish;2;2021
11;https://static-cdn.jtvnw.net/jtv_user_pictures/3fc51e82-f0f2-4d4c-aaad-73dc13157c32-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;tvandeR;292455;135;2311;2166;312038;true;false;Spanish;2;2021
12;https://static-cdn.jtvnw.net/jtv_user_pictures/9a8b5b6d-8647-4935-a036-cbc280d5796a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;RafaelEscrig;199260;780;872;255;14405;true;false;Spanish;2;2021
13;https://static-cdn.jtvnw.net/jtv_user_pictures/0054e9bb-0d27-46cc-bf2b-43cf3a23349c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;RCDMallorca1916;180540;1560;688;116;1868;true;false;Spanish;2;2021
14;https://static-cdn.jtvnw.net/jtv_user_pictures/ad0ffc8f-1407-452a-8dd0-221ebbac945e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;VMDeportes;174255;2385;722;73;2840;false;false;Spanish;2;2021
15;https://static-cdn.jtvnw.net/jtv_user_pictures/39b55603-932d-4504-bd66-c823a39db034-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;mimoelaguila;171495;615;1554;279;2659;false;false;Spanish;2;2021
16;https://static-cdn.jtvnw.net/jtv_user_pictures/49bdc39f-4b83-491b-8b99-8719ed8faca9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;gerardromero;148110;1320;368;112;3191;true;false;Spanish;2;2021
17;https://static-cdn.jtvnw.net/jtv_user_pictures/e26e74e9-1b91-4c6e-9e6f-3af7193444d9-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100;futsmundial890;136635;2475;1018;55;603;false;false;Spanish;2;2021
18;https://static-cdn.jtvnw.net/jtv_user_pictures/ddf9d080-f8a1-4939-963f-0e81ccabe05e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;TeleCongo;121575;120;1691;1013;4808;false;false;Spanish;2;2021
19;https://static-cdn.jtvnw.net/jtv_user_pictures/c1ad7b39-51a6-40a6-aad0-2d98abf3aab6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;afdrean01;103380;750;586;138;3265;false;false;Spanish;2;2021
20;https://static-cdn.jtvnw.net/jtv_user_pictures/f6ce8863-3c5e-4fef-aa8c-78c2e78c2273-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;senoritaxxxgamer;97710;450;906;217;1275;false;false;Spanish;2;2021
21;https://static-cdn.jtvnw.net/jtv_user_pictures/570e509f-6851-4a35-880a-054053871f0b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;LaLiga;95580;915;721;104;5228;false;false;Spanish;2;2021
22;https://static-cdn.jtvnw.net/jtv_user_pictures/3d494238-59c4-406c-841b-6452a1c31399-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Coppolanos;95565;855;187;112;2407;false;false;Spanish;2;2021
23;https://static-cdn.jtvnw.net/jtv_user_pictures/1f7fcaac-4f59-4154-afad-483f794c8f2a-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100;internetvfutbol;87030;510;345;171;1299;true;false;Spanish;2;2021
24;https://static-cdn.jtvnw.net/jtv_user_pictures/8bc5a933-2d10-49c3-8fd7-85975ac6bc30-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;PlanetaNBA;70545;795;127;89;2947;true;false;Spanish;2;2021
25;https://static-cdn.jtvnw.net/jtv_user_pictures/7e6b04f3-7de6-4160-84bb-c13da46f3730-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;PotrosTV;61365;360;303;170;384;false;false;Spanish;2;2021
26;https://static-cdn.jtvnw.net/jtv_user_pictures/752f6e58-70a6-48b0-bf7f-036c8376a85e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;CandalFatal;57675;600;181;96;2303;false;true;Spanish;2;2021
27;https://static-cdn.jtvnw.net/jtv_user_pictures/ef2aacbb-0205-4361-9f91-6a87bb58cc41-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;yeraialonso;53805;660;119;82;3812;false;false;Spanish;2;2021
28;https://static-cdn.jtvnw.net/jtv_user_pictures/a93ebe2e-b370-47b2-83bc-669639aca6a9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Balong;53250;435;197;122;5372;false;false;Spanish;2;2021
29;https://static-cdn.jtvnw.net/jtv_user_pictures/c8189b9e-4ea2-4d89-aac2-6ecd36456349-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;laabdonTV;49260;1395;120;35;1225;false;false;Spanish;2;2021
30;https://static-cdn.jtvnw.net/jtv_user_pictures/92b840f3-70a9-4cc8-ad1e-21a8df37fb9a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;PartidosURU;48510;375;480;129;835;false;false;Spanish;2;2021
31;https://static-cdn.jtvnw.net/jtv_user_pictures/4703d14d-613f-4455-9e59-3d991b03bcef-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;cbpuertosagunto;46980;375;265;125;260;false;false;Spanish;2;2021
32;https://static-cdn.jtvnw.net/jtv_user_pictures/71ebd849-08f8-4915-aeff-f60bdd59d707-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;emilianocandido;45270;555;127;82;5165;true;true;Spanish;2;2021
33;https://static-cdn.jtvnw.net/jtv_user_pictures/3327b8c5-a1a9-43ad-b541-f6261a0dcfc6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;MalagaCorsairs;44820;735;196;61;346;false;false;Spanish;2;2021
34;https://static-cdn.jtvnw.net/jtv_user_pictures/eeffc559-a3f7-4f34-863c-a2218a99ce48-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;elopi23;39360;180;439;219;14190;true;false;Spanish;2;2021
35;https://static-cdn.jtvnw.net/jtv_user_pictures/b305216d-455c-4574-8b91-f05624066e35-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100;franmerinonba;35025;840;67;42;1663;true;false;Spanish;2;2021
36;https://static-cdn.jtvnw.net/jtv_user_pictures/5cc23a1d-3df1-49c0-9876-00608f19fae1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Danielfm_95;34860;255;265;137;146;false;false;Spanish;2;2021
37;https://static-cdn.jtvnw.net/jtv_user_pictures/22bd92c4-c031-4071-b6dc-6c3dc8dca546-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;kerynews;33705;780;68;43;472;true;false;Spanish;2;2021
38;https://static-cdn.jtvnw.net/jtv_user_pictures/3d4a9495-6b44-4ad5-8229-e15d82243792-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;canastasturiana;30150;330;285;91;280;false;false;Spanish;2;2021
39;https://static-cdn.jtvnw.net/jtv_user_pictures/3981221e-0c34-485b-b126-649383e04905-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;NaranjaSanfer;28800;735;108;39;325;false;false;Spanish;2;2021
40;https://static-cdn.jtvnw.net/jtv_user_pictures/4ad9d8be-46b4-4133-bced-aa7881635399-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;cdmontequinto;28650;1095;126;26;403;false;false;Spanish;2;2021
41;https://static-cdn.jtvnw.net/jtv_user_pictures/b0612f79-bc1c-4f88-9dda-2bc3d52c588b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;radiorldirecta;28590;135;334;212;1564;false;false;Spanish;2;2021
42;https://static-cdn.jtvnw.net/jtv_user_pictures/b9ad9b90-893e-4590-ba34-e778c8423c81-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ArmandFutbolClub;28260;960;75;29;1348;false;false;Spanish;2;2021
43;https://static-cdn.jtvnw.net/jtv_user_pictures/e00fa2d3-9d74-439f-8d6c-f2fe4014457c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;CelticPulianasCF;27780;390;155;71;160;false;false;Spanish;2;2021
44;https://static-cdn.jtvnw.net/jtv_user_pictures/1c8e7656-72a5-4c8a-b4ef-cafab95e2ffd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;NouBasquetTorrent;27315;465;130;59;286;false;false;Spanish;2;2021
45;https://static-cdn.jtvnw.net/jtv_user_pictures/f4faad45-40b9-4b7f-90a6-96d85a380aa5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;CBClaret;27180;435;116;62;602;false;false;Spanish;2;2021
46;https://static-cdn.jtvnw.net/jtv_user_pictures/a33eab27-543d-40de-8c11-985699db9039-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;UniversoCiclista_by_JC;26940;2055;49;13;145;false;false;Spanish;2;2021
47;https://static-cdn.jtvnw.net/jtv_user_pictures/023d460e-0d78-496e-be81-3e53fc9969be-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;pspfutbolsala;26910;405;176;66;115;false;false;Spanish;2;2021
48;https://static-cdn.jtvnw.net/jtv_user_pictures/4a9ab495-aca5-4d56-9db9-50cba698ffe7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;CamionerosDeCoslada;26820;210;186;128;275;false;false;Spanish;2;2021
49;https://static-cdn.jtvnw.net/jtv_user_pictures/b95c7163-da47-468b-88d1-049b0b8a97a1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;SantiNinaja;25695;120;453;214;259;false;false;Spanish;2;2021
50;https://static-cdn.jtvnw.net/jtv_user_pictures/e203ab27-5895-4d73-8939-44be4c327ecd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;UnTiroenlaOlla;25680;675;106;38;199;false;false;Spanish;2;2021
51;https://static-cdn.jtvnw.net/jtv_user_pictures/8fafa7f4-db42-4fc1-b2c9-487b8f5e69c5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;J3Padel;25425;435;146;58;1181;true;false;Spanish;2;2021
52;https://static-cdn.jtvnw.net/jtv_user_pictures/53141b45-81ec-448b-9638-257dda00866c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;JuanluDBZ;25110;255;150;98;54117;true;false;Spanish;2;2021
53;https://static-cdn.jtvnw.net/jtv_user_pictures/51fa39f0-8fae-42e7-a7c7-0ca0e3f1e7dc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ElMaillot;24975;630;61;40;471;false;false;Spanish;2;2021
54;https://static-cdn.jtvnw.net/jtv_user_pictures/28902f5e-ff03-43e5-b12f-d487f6698c83-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Deportes_Cuatro;24690;390;87;63;1367;true;false;Spanish;2;2021
55;https://static-cdn.jtvnw.net/jtv_user_pictures/8a1fa40f-f575-427a-8150-881b40e9e715-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;sbsportsmediapr;24435;90;286;272;80;false;false;Spanish;2;2021
56;https://static-cdn.jtvnw.net/jtv_user_pictures/773c6790-2db5-4c6c-bf14-2bee7927e0a8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;UnaDeCroquetitas;23445;630;63;37;912;false;false;Spanish;2;2021
57;https://static-cdn.jtvnw.net/jtv_user_pictures/f0f6c996-5987-4c72-9695-1a5294b0e1f2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Lugoslavia;22080;585;73;38;199;false;false;Spanish;2;2021
58;https://static-cdn.jtvnw.net/jtv_user_pictures/ac0a5130-1cd9-47be-87c8-5fdb0538ebb8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;AFLMMA;21975;615;67;36;266;false;false;Spanish;2;2021
59;https://static-cdn.jtvnw.net/jtv_user_pictures/07aa36e6-5da7-4a03-98b5-3ee9c56b2bdb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;AtcoBenamiel;20355;615;67;33;180;false;false;Spanish;2;2021
60;https://static-cdn.jtvnw.net/jtv_user_pictures/3c6d6ba7-c43b-4e06-a4e3-3095bc14565a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;LiveVisible;19575;585;83;33;136;false;false;Spanish;2;2021
61;https://static-cdn.jtvnw.net/jtv_user_pictures/c435eb13-8988-49b2-aaa1-6e9201e52faa-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;eguesbaloncesto;18750;915;53;20;115;false;false;Spanish;2;2021
62;https://static-cdn.jtvnw.net/jtv_user_pictures/f4f2c45e-5ac8-4a11-8e31-567812e8063b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;PatrimonioAlmaden;18555;360;102;52;82;false;false;Spanish;2;2021
63;https://static-cdn.jtvnw.net/jtv_user_pictures/e3cafdc2-8267-42b5-9223-d5d24c0a1ffa-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;cbmarinpeixegalego;18465;540;61;34;120;false;false;Spanish;2;2021
64;https://static-cdn.jtvnw.net/jtv_user_pictures/c3e19fb7-ad23-49ff-b462-ceb9d02091c4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;clubhandbolvilamajor;18150;525;102;35;109;false;false;Spanish;2;2021
65;https://static-cdn.jtvnw.net/jtv_user_pictures/77a88029-523c-4e59-afc0-bbb310ff982f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;elrinconcitodekoldomora;17430;2100;34;8;140;false;false;Spanish;2;2021
66;https://static-cdn.jtvnw.net/jtv_user_pictures/9491ee10-b93f-417b-937a-3c575c431db8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;cb625ponferrada;17160;360;94;48;86;false;false;Spanish;2;2021
67;https://static-cdn.jtvnw.net/jtv_user_pictures/6f00d4d1-4375-4823-a63c-717e64d21ed3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;prvaliganews2021;16980;555;201;31;32;false;false;Spanish;2;2021
68;https://static-cdn.jtvnw.net/jtv_user_pictures/0af29526-4b6e-497a-a6c1-e6824cd55b5c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ElPostGrana;16320;330;67;49;270;false;false;Spanish;2;2021
69;https://static-cdn.jtvnw.net/jtv_user_pictures/529a87d3-ae2d-451b-ae3e-b75b4e6b4c29-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;el_garage;16260;150;167;108;711;false;true;Spanish;2;2021
70;https://static-cdn.jtvnw.net/jtv_user_pictures/bdbf6da3-86a9-4211-a8ea-f962a02466d1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;basketcervantes;16170;750;56;22;209;false;false;Spanish;2;2021
71;https://static-cdn.jtvnw.net/jtv_user_pictures/da39bfdd-c629-4ad8-b2c3-2e4e94cdca40-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;flagcorner;15765;450;85;35;163;false;false;Spanish;2;2021
