N;Logo;Channel;Watch time (mins);Stream time (mins);Peak viewers;Average viewers;Followers;Partnered;Mature;Language;mes;anyo
73;https://static-cdn.jtvnw.net/jtv_user_pictures/eeffc559-a3f7-4f34-863c-a2218a99ce48-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;elopi23;278925;1680;459;166;23890;true;false;Spanish;7;2022
74;https://static-cdn.jtvnw.net/jtv_user_pictures/de5eed4c-6521-424e-a788-ab25f799b12e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ColoraoSVQ;273765;1155;617;237;1267;false;false;Spanish;7;2022
75;https://static-cdn.jtvnw.net/jtv_user_pictures/afff99b5-38b0-45da-8032-8ff439638c13-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;desdelalinea;268215;5550;345;48;633;false;false;Spanish;7;2022
76;https://static-cdn.jtvnw.net/jtv_user_pictures/c736cfc3-6b55-4a6b-9c34-9c5b1e87964d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;sergio123pnz;267435;2490;216;107;1975;false;false;Spanish;7;2022
77;https://static-cdn.jtvnw.net/jtv_user_pictures/482d2d1a-015d-457a-a029-4de8994105f9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Futbolconkarma;252615;1170;675;216;8395;false;false;Spanish;7;2022
78;https://static-cdn.jtvnw.net/jtv_user_pictures/f1c49752-6a55-4fee-88dd-5a3969f8cedb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;diariooleok;249345;60;5399;4156;11186;true;false;Spanish;7;2022
79;https://static-cdn.jtvnw.net/jtv_user_pictures/b01e3353-7cc9-409e-b37e-4973eacba88a-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100;fonsbg;246825;1530;515;161;14292;true;false;Spanish;7;2022
80;https://static-cdn.jtvnw.net/jtv_user_pictures/709fe7c9-b78c-408e-8bd3-c9ef6fa90c03-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;VamosCadiz;244875;645;1252;380;2067;false;false;Spanish;7;2022
81;https://static-cdn.jtvnw.net/jtv_user_pictures/dac9f48b-f083-4e48-b1d3-0b60106c68ef-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;vandeblanco;244650;5370;93;46;530;false;true;Spanish;7;2022
82;https://static-cdn.jtvnw.net/jtv_user_pictures/7315b5e5-11b2-4951-955f-048730072677-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;LaGrada914;239685;1110;427;216;5431;true;true;Spanish;7;2022
83;https://static-cdn.jtvnw.net/jtv_user_pictures/9a8b5b6d-8647-4935-a036-cbc280d5796a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;RafaelEscrig;230055;900;3023;256;44946;true;false;Spanish;7;2022
84;https://static-cdn.jtvnw.net/jtv_user_pictures/937717a5-52cd-450d-8c72-67dae9514796-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;baloncestoesp;229875;2160;369;106;7249;true;false;Spanish;7;2022
85;https://static-cdn.jtvnw.net/jtv_user_pictures/5ebe1369-9889-4bdd-9175-1573d39b7375-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;hectrosales;228585;5520;545;41;2076;false;false;Spanish;7;2022
86;https://static-cdn.jtvnw.net/jtv_user_pictures/b8f172af-a150-4b36-b311-a6f97afaa880-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Tpchile1;222360;2190;169;102;342;false;false;Spanish;7;2022
87;https://static-cdn.jtvnw.net/jtv_user_pictures/dd91f7e4-e7da-4942-afd2-362bcef8fd71-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;meritocraciablanca;220395;1485;238;148;3190;true;false;Spanish;7;2022
88;https://static-cdn.jtvnw.net/jtv_user_pictures/ca73f250-6c75-4d67-bcd1-cfad8f1f51b9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ACLAFOriginal;210660;1980;420;106;0;false;false;Spanish;7;2022
89;https://static-cdn.jtvnw.net/jtv_user_pictures/704349a3-aa2d-45a8-a619-3311e9224fa0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Rulink007;205830;1875;429;110;772;false;false;Spanish;7;2022
90;https://static-cdn.jtvnw.net/jtv_user_pictures/f5e3bf79-16f4-4d4a-9dda-0889f43c84fe-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;nil3alemany;192915;2235;185;86;3047;false;false;Spanish;7;2022
91;https://static-cdn.jtvnw.net/jtv_user_pictures/0ecd0daf-c539-479c-8ed6-065bddb21157-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;diealis;190410;90;2759;2116;32234;true;true;Spanish;7;2022
92;https://static-cdn.jtvnw.net/jtv_user_pictures/b09c0fe7-994d-4e55-b84c-644acac6467e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;NicoAbadTV;187665;870;641;216;22387;true;false;Spanish;7;2022
93;https://static-cdn.jtvnw.net/jtv_user_pictures/39919055-8872-40e7-ba21-f43ab9c45ac5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;La_Oposicion;181965;3735;229;49;333;false;true;Spanish;7;2022
94;https://static-cdn.jtvnw.net/jtv_user_pictures/df55a5fc-088d-4465-b48a-d45736ec52cb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ByDiegoX10;176460;270;1041;654;141613;true;false;Spanish;7;2022
95;https://static-cdn.jtvnw.net/jtv_user_pictures/b56339f8-eabe-4208-b5b2-6ecdecc0670c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;elvestuarioconkr;175830;1560;2563;113;851;false;false;Spanish;7;2022
96;https://static-cdn.jtvnw.net/jtv_user_pictures/eb269703-dc2c-41b9-873a-7805aea0d44d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;JKCLifeTV;169350;1215;426;139;10484;false;false;Spanish;7;2022
97;https://static-cdn.jtvnw.net/jtv_user_pictures/02397df9-95d9-4560-8f50-ca0863649c19-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;maajeestiic24;165810;2820;246;59;579;false;false;Spanish;7;2022
98;https://static-cdn.jtvnw.net/jtv_user_pictures/b792f692-f7ab-4e43-9849-310db50e8ff7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;sergiobasket_vlogs;163890;1155;620;142;2960;true;false;Spanish;7;2022
99;https://static-cdn.jtvnw.net/jtv_user_pictures/8e98eac7-bc7d-45c5-9b89-069e66c66ae7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;mejoratupadel;152655;1185;347;129;24221;true;false;Spanish;7;2022
100;https://static-cdn.jtvnw.net/jtv_user_pictures/04f81373-e63d-4f68-a06c-fea0f0bf5f4a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ElDabyz;152040;1755;177;87;4836;false;false;Spanish;7;2022
1;https://static-cdn.jtvnw.net/jtv_user_pictures/49bdc39f-4b83-491b-8b99-8719ed8faca9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;gerardromero;141778470;12075;38794;11741;277202;true;false;Spanish;8;2022
2;https://static-cdn.jtvnw.net/jtv_user_pictures/7fb4bdcc-e590-4ff7-b2bc-76e1532ddeb8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;DiarioMARCA;29276700;5235;33873;5592;16461;true;false;Spanish;8;2022
3;https://static-cdn.jtvnw.net/jtv_user_pictures/d78d234a-f0b8-4805-96b1-d7bdf573e6c0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ElChiringuitoTV;26255445;9135;40582;2874;736634;true;false;Spanish;8;2022
4;https://static-cdn.jtvnw.net/jtv_user_pictures/574228be-01ef-4eab-bc0e-a4f6b68bedba-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ibai;21557130;420;68800;51327;11542242;true;false;Spanish;8;2022
5;https://static-cdn.jtvnw.net/jtv_user_pictures/74e7562e-4314-481a-b192-97d1fd8e21a7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;DiarioSport;15948915;3645;8562;4376;8618;false;false;Spanish;8;2022
6;https://static-cdn.jtvnw.net/jtv_user_pictures/dc3dbbf9-bc8e-4506-93ed-43061eb9007e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;rubenmartinweb;11625195;3885;6388;2992;144810;true;false;Spanish;8;2022
7;https://static-cdn.jtvnw.net/jtv_user_pictures/5090c139-6fd2-4efa-bf9b-1ccf17170491-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;valentisanjuan;8895000;7815;5469;1138;168026;true;false;Spanish;8;2022
8;https://static-cdn.jtvnw.net/jtv_user_pictures/fc95cdd4-a423-411e-a41c-c1e689701faf-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100;LaMediaInglesa;6793815;2640;4962;2573;39684;true;false;Spanish;8;2022
9;https://static-cdn.jtvnw.net/jtv_user_pictures/b0d9b115-cd55-4197-a551-cfd9ddfd1296-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;SoyMotor;6768270;3525;7511;1920;94663;true;false;Spanish;8;2022
10;https://static-cdn.jtvnw.net/jtv_user_pictures/fab73bf0-54e5-44b1-8fcf-25c960d73dbd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;elyihi;6590940;4935;4157;1336;42086;true;false;Spanish;8;2022
11;https://static-cdn.jtvnw.net/jtv_user_pictures/4768cde5-29ff-4235-ad83-7f171116fa02-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;carlos_bosch;4652160;10485;1202;444;9426;true;false;Spanish;8;2022
12;https://static-cdn.jtvnw.net/jtv_user_pictures/e504ebd7-7605-4208-9de3-66e28baffa8f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;sirolopez56;4612005;4695;9247;982;272647;true;false;Spanish;8;2022
13;https://static-cdn.jtvnw.net/jtv_user_pictures/a4e0109e-617a-4634-9e59-644c9cf7cfb0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;CHIRINGUITO_SHOW_;4139505;1815;8005;2281;8396;false;false;Spanish;8;2022
14;https://static-cdn.jtvnw.net/jtv_user_pictures/f8f5d294-5210-4e5d-a920-7570906eb34e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Futbol_Fantasy;4005750;2190;4010;1829;11913;true;false;Spanish;8;2022
15;https://static-cdn.jtvnw.net/jtv_user_pictures/5fccae4c-6bc1-4bdf-a082-240d223932f5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;PapaBuyer;3731040;5250;3133;711;320729;true;false;Spanish;8;2022
16;https://static-cdn.jtvnw.net/jtv_user_pictures/376cac2d-ca55-4d9f-ba1d-5d16547a55f0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;senen98;2863335;4980;2660;575;28475;true;false;Spanish;8;2022
17;https://static-cdn.jtvnw.net/jtv_user_pictures/81af1a4f-bdbf-47db-8e00-7abadd74ca48-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;luquitarodriguez;2802255;675;5845;4151;341423;true;true;Spanish;8;2022
18;https://static-cdn.jtvnw.net/jtv_user_pictures/78efa317-cd66-4b9a-8e92-ad856c86d05f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;2010misterchip;2543340;1935;5149;1314;85976;true;false;Spanish;8;2022
19;https://static-cdn.jtvnw.net/jtv_user_pictures/dfa1e5e9-8864-42a2-810c-d31a1ed5ac40-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;agorafutbol;2518890;4275;2817;589;15383;true;false;Spanish;8;2022
20;https://static-cdn.jtvnw.net/jtv_user_pictures/7315b5e5-11b2-4951-955f-048730072677-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;LaGrada914;1970790;3570;1676;552;9244;true;true;Spanish;8;2022
21;https://static-cdn.jtvnw.net/jtv_user_pictures/d653efac-0231-4e12-ba01-17074c0c08ff-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;generaldepie;1889505;4800;3706;394;9976;false;false;Spanish;8;2022
22;https://static-cdn.jtvnw.net/jtv_user_pictures/d4a44084-7ee7-4816-800c-1f7fb2f5d8e3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Relevo_Deportes;1869540;4260;1336;439;13542;true;false;Spanish;8;2022
23;https://static-cdn.jtvnw.net/jtv_user_pictures/aac9d1e5-725e-438c-9cf3-ac75ba1a8991-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;RealMadrid;1844640;1125;7743;1640;331561;true;false;Spanish;8;2022
24;https://static-cdn.jtvnw.net/jtv_user_pictures/685db141-6172-4ca7-9c61-e009093f2d24-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;LaGradaSports;1824165;4905;1065;372;4442;true;false;Spanish;8;2022
25;https://static-cdn.jtvnw.net/jtv_user_pictures/b9ba7141-634c-4842-9b32-4936a00ca5ce-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;GxlDePaulinho;1817160;1380;2614;1317;29374;true;false;Spanish;8;2022
26;https://static-cdn.jtvnw.net/jtv_user_pictures/382dedff-ff48-4791-94c6-310f0c0e98e5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;MiguelAngelRomanTV;1735095;2115;1885;820;37249;true;false;Spanish;8;2022
27;https://static-cdn.jtvnw.net/jtv_user_pictures/c743bd29-0584-41f4-9b1e-f51dc1f6a576-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;CerebroCule;1589145;5745;2310;277;7618;false;false;Spanish;8;2022
28;https://static-cdn.jtvnw.net/jtv_user_pictures/d3843d1c-d6ce-4b4d-8fae-3b2d35f37949-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;TioJocker_play;1516890;3675;889;413;6070;true;false;Spanish;8;2022
29;https://static-cdn.jtvnw.net/jtv_user_pictures/7c4866ee-135a-4162-b94d-2d62f04ef8ae-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;JoseCarrasco_98;1491825;7500;385;199;13313;true;false;Spanish;8;2022
30;https://static-cdn.jtvnw.net/jtv_user_pictures/ec892f87-d0f3-464c-8892-3d457001f7c6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;rodrigofaez;1261080;1740;1609;725;51185;true;false;Spanish;8;2022
31;https://static-cdn.jtvnw.net/jtv_user_pictures/775cceb7-a57a-4256-b3c4-42e5b9953923-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;culesdelpueblo;1188150;6765;2072;176;2706;false;true;Spanish;8;2022
32;https://static-cdn.jtvnw.net/jtv_user_pictures/df55a5fc-088d-4465-b48a-d45736ec52cb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ByDiegoX10;1167840;2190;1673;533;144690;true;false;Spanish;8;2022
33;https://static-cdn.jtvnw.net/jtv_user_pictures/8f1ad7b5-a3cc-4358-b05b-1a85f4e039d0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;SalvaGarciaJ;1034160;4860;3526;213;7036;true;false;Spanish;8;2022
34;https://static-cdn.jtvnw.net/jtv_user_pictures/049c8575-d9f2-4db2-a3da-0f2ec36fb588-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Rodriguez;990885;3000;767;330;8505;true;false;Spanish;8;2022
35;https://static-cdn.jtvnw.net/jtv_user_pictures/0863a784-e4b5-46ac-8ece-56151632fbc2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;BarcaHoy;978795;5550;687;176;11811;false;false;Spanish;8;2022
36;https://static-cdn.jtvnw.net/jtv_user_pictures/5b33a95b-29cd-45f5-a004-8ab5bfee4bfd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;tiempodejuegocope;930990;2355;951;395;22422;false;false;Spanish;8;2022
37;https://static-cdn.jtvnw.net/jtv_user_pictures/01cafc14-0477-4f4d-a4d1-655058922ff6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Spursito;895800;270;8672;3318;1099847;true;false;Spanish;8;2022
38;https://static-cdn.jtvnw.net/jtv_user_pictures/3aa1b99e-10d8-4739-b6d7-4c6a7e6b02e1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;CatarsisXeneize;893535;1290;1345;693;8386;true;false;Spanish;8;2022
39;https://static-cdn.jtvnw.net/jtv_user_pictures/02397df9-95d9-4560-8f50-ca0863649c19-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;maajeestiic24;887580;2880;3543;308;1999;false;false;Spanish;8;2022
40;https://static-cdn.jtvnw.net/jtv_user_pictures/b41d3e0f-5502-482a-ad09-189523c0a0af-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Esportmaniacos;810750;645;2781;1257;161011;true;false;Spanish;8;2022
41;https://static-cdn.jtvnw.net/jtv_user_pictures/f16985d4-df35-4cb9-ae59-d2dcc1905153-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Gemita;750150;570;2546;1316;1592598;true;false;Spanish;8;2022
42;https://static-cdn.jtvnw.net/jtv_user_pictures/58d4bee8-b7ce-45de-baad-a54b06c134bf-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Vazu97;703395;2745;776;256;5292;false;false;Spanish;8;2022
43;https://static-cdn.jtvnw.net/jtv_user_pictures/9d68493f-8ecd-447c-b740-3f9db6f02a77-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;elchiringuitoenvivo1;700740;1545;3076;454;1074;false;false;Spanish;8;2022
44;https://static-cdn.jtvnw.net/jtv_user_pictures/e3d1d5da-bcb3-47ed-9825-8be7556ce18c-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100;mancuer91;679575;1365;1446;498;61258;true;false;Spanish;8;2022
45;https://static-cdn.jtvnw.net/jtv_user_pictures/81bb884e-055b-4e9c-a4e6-3eccf61fc618-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;FshowNoticias;584445;4740;295;123;538;false;false;Spanish;8;2022
46;https://static-cdn.jtvnw.net/jtv_user_pictures/5fd5bde6-c9d1-4c41-8038-d5de3667ad14-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;nanosecso;566970;1305;1290;434;18148;true;false;Spanish;8;2022
47;https://static-cdn.jtvnw.net/jtv_user_pictures/adc40311-3770-4302-b45e-a9d7813c18f2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;territorioblaugrana;537585;5445;459;99;3450;false;true;Spanish;8;2022
48;https://static-cdn.jtvnw.net/jtv_user_pictures/3cc08745-8f14-4b94-aa4c-093387da4137-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;el10delbarca;536640;4545;3486;118;5982;false;false;Spanish;8;2022
49;https://static-cdn.jtvnw.net/jtv_user_pictures/e439cfed-bde6-4085-bd08-81d59b074bc9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;OneClub1909;515460;2880;802;179;1823;false;false;Spanish;8;2022
50;https://static-cdn.jtvnw.net/jtv_user_pictures/62df0e12-24f5-4f09-bc29-684795503f3b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;blayasensat;514635;1260;781;408;15212;true;false;Spanish;8;2022
51;https://static-cdn.jtvnw.net/jtv_user_pictures/cd4c3665-229f-41bd-aa01-7d5c267536fb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Sergioyco;489225;4440;203;110;1598;true;false;Spanish;8;2022
52;https://static-cdn.jtvnw.net/jtv_user_pictures/b09c0fe7-994d-4e55-b84c-644acac6467e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;NicoAbadTV;487440;1410;2300;346;23146;true;false;Spanish;8;2022
53;https://static-cdn.jtvnw.net/jtv_user_pictures/a593710b-6daf-4801-a683-833da074eb37-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;BocaJrsTwitchOficial;473970;2670;547;178;16089;true;false;Spanish;8;2022
54;https://static-cdn.jtvnw.net/jtv_user_pictures/42f86f56-8669-49ed-90fc-e4f4eb8ae2c1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;JORNADAPERFECTA;471375;1485;808;317;6735;true;false;Spanish;8;2022
55;https://static-cdn.jtvnw.net/jtv_user_pictures/39b55603-932d-4504-bd66-c823a39db034-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;mimoelaguila;464040;1845;2201;252;4839;false;false;Spanish;8;2022
56;https://static-cdn.jtvnw.net/jtv_user_pictures/3f354e13-8b41-45ed-9fcd-7188ed20bfbc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;aPartidoUnico;457290;3510;320;130;3045;true;false;Spanish;8;2022
57;https://static-cdn.jtvnw.net/jtv_user_pictures/3685ce16-41d5-4d56-a941-becb97300416-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;DAZNES;452700;1515;1073;299;8225;true;false;Spanish;8;2022
58;https://static-cdn.jtvnw.net/jtv_user_pictures/b3234e03-3d75-4b74-a095-6b105d4ebafd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;issamcharah;447915;3825;1666;117;3507;false;false;Spanish;8;2022
59;https://static-cdn.jtvnw.net/jtv_user_pictures/2074ae41-4290-4bfd-b686-88350592d345-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;TheGodFlores;447615;2895;353;155;2432;true;false;Spanish;8;2022
60;https://static-cdn.jtvnw.net/jtv_user_pictures/bcfc337d-c2b0-46b3-b86d-570e748b98f4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;MarcVidiella;436140;1950;752;224;4943;true;false;Spanish;8;2022
61;https://static-cdn.jtvnw.net/jtv_user_pictures/8c3b4fda-260b-41f5-ac30-6d79ac1c267b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;TNTSportsAR;433980;5745;409;76;109217;true;false;Spanish;8;2022
62;https://static-cdn.jtvnw.net/jtv_user_pictures/36e4e2a1-b0ca-408c-9f64-7c7d90230bc9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;MarkitoNavaja;425505;105;6416;4052;1798930;true;true;Spanish;8;2022
63;https://static-cdn.jtvnw.net/jtv_user_pictures/eb0791ad-e811-434c-852d-0236c1d9050a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;MARCAvalladolid;412680;1605;1129;257;4649;true;false;Spanish;8;2022
64;https://static-cdn.jtvnw.net/jtv_user_pictures/12cb5692-c865-4350-ae6e-ef1bdcde00b7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;kingleon_oficial;402270;150;3200;2682;200014;true;true;Spanish;8;2022
65;https://static-cdn.jtvnw.net/jtv_user_pictures/39919055-8872-40e7-ba21-f43ab9c45ac5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;La_Oposicion;391815;4215;251;93;901;false;true;Spanish;8;2022
66;https://static-cdn.jtvnw.net/jtv_user_pictures/eeffc559-a3f7-4f34-863c-a2218a99ce48-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;elopi23;390780;2340;306;167;24503;true;false;Spanish;8;2022
67;https://static-cdn.jtvnw.net/jtv_user_pictures/628008cd-143f-473e-9ba1-5965921e011f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;primevideoes;386745;135;3644;2865;111341;true;false;Spanish;8;2022
68;https://static-cdn.jtvnw.net/jtv_user_pictures/d65affb6-fbfb-4be4-a8ce-7f28ce7a9d00-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;noe9977;347430;510;2036;681;321753;true;false;Spanish;8;2022
69;https://static-cdn.jtvnw.net/jtv_user_pictures/d1dcb27f-1a0d-483b-ae52-7a2aed4a9e32-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;latinmedia;345660;4830;1765;72;2561;false;false;Spanish;8;2022
70;https://static-cdn.jtvnw.net/jtv_user_pictures/d589ef63-748d-4fe9-91cf-58498d53993b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;sonidoindalico;339120;2685;440;126;2507;false;false;Spanish;8;2022
71;https://static-cdn.jtvnw.net/jtv_user_pictures/6cabf561-d7f3-42f4-ab5a-5c61147052bd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;RadioFutbolYT;309405;4365;398;71;1596;false;false;Spanish;8;2022
72;https://static-cdn.jtvnw.net/jtv_user_pictures/f830f14d-59d6-4d09-98b2-004f2638ecd2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;APieDePuerto;302160;1575;421;192;5052;false;false;Spanish;8;2022
73;https://static-cdn.jtvnw.net/jtv_user_pictures/33028022-22b1-4502-923b-da032367e699-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;NeutrooYT;301665;195;1817;1547;361762;true;false;Spanish;8;2022
74;https://static-cdn.jtvnw.net/jtv_user_pictures/ea7c9e88-c543-4698-b281-f22a0826ccf1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;fabian__parraguez;296955;3690;704;80;1637;false;false;Spanish;8;2022
75;https://static-cdn.jtvnw.net/jtv_user_pictures/f57bdd23-6e88-4d3f-8e08-959ed09ded78-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;eventosfeda;293865;7575;112;39;750;false;false;Spanish;8;2022
76;https://static-cdn.jtvnw.net/jtv_user_pictures/8fc19761-6b8a-4fa0-b3e6-c9da2d139f6d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;los_comegambas;289170;1875;549;154;3384;false;false;Spanish;8;2022
77;https://static-cdn.jtvnw.net/jtv_user_pictures/b8f172af-a150-4b36-b311-a6f97afaa880-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Tpchile1;288120;4110;232;70;558;false;false;Spanish;8;2022
78;https://static-cdn.jtvnw.net/jtv_user_pictures/ad2bb5cd-d2a7-4a39-9704-92d528839164-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;andresmartineztv;283860;2160;221;131;1664;false;false;Spanish;8;2022
79;https://static-cdn.jtvnw.net/jtv_user_pictures/74cc4a1c-59f2-4ae1-9509-4f7074d671b1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;MARIAGMC_;272115;2730;244;100;1816;true;false;Spanish;8;2022
80;https://static-cdn.jtvnw.net/jtv_user_pictures/e7c6da79-a3d1-441a-9478-e9243b342047-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;4Twitteros;260655;90;4396;2896;3013;false;false;Spanish;8;2022
81;https://static-cdn.jtvnw.net/jtv_user_pictures/5c24b292-b9c2-4041-a7c7-0371aa086613-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;JueggingTV;258990;615;2299;421;1216;false;true;Spanish;8;2022
